doc_id,brand,n_sentences,n_key_points,document,reference_summary,extractive_reference,hallucinated_summary
D0158,ソライロ,11,2,梱包はごく普通の段ボールでした。特に不満は今のところありません。ソライロのサポート対応が丁寧だと感じました。家族へのプレゼント用に買いました。箱は少し大きめでした。レビューを見てから買うか迷いました。ソライロのサポート対応が丁寧です。装着感が軽いので長時間でも疲れません。装着感が軽くて疲れません。装着感が軽く疲れにくいです。装着感が軽くて長時間でも平気でした。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,装着感が軽いので長時間でも疲れません。ソライロのサポート対応が丁寧だと感じました。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおノースピーク製で保証は75か月です。
D0159,ノースピーク,13,3,レビューを見てから買うか迷いました。説明書が分かりにくく設定に手間取りました。ノースピークのサポート対応が丁寧だと感じました。発送が早いので4日で届きました。同じ物をもう一つ買おうか検討中です。使い始めてまだ日が浅いです。ノースピークのサポート対応が丁寧で助かりました。発送が早くて注文から4日で届きました。発送が早くて4日で届きました。色は写真で見た印象とほぼ同じです。説明書が分かりにくいのが残念です。梱包はごく普通の段ボールでした。自宅と職場の両方で使う予定です。,問い合わせ窓口の品質が高い。同梱資料の品質が低い。到着までが速い。,ノースピークのサポート対応が丁寧だと感じました。説明書が分かりにくいのが残念です。発送が早くて4日で届きました。,問い合わせ窓口の品質が高い。同梱資料の品質が低い。到着までが速い。なおソライロ製で保証は65か月です。
D0160,ハヤブサ,11,2,使い始めてまだ日が浅いです。音質がこの値段のわりに良いです。箱は少し大きめでした。発送が早くて注文から3日で届きました。音質がこの値段のわりに良いと感じました。発送が早く3日で届いています。同じ物をもう一つ買おうか検討中です。発送が早いので3日で届きました。自宅と職場の両方で使う予定です。レビューを見てから買うか迷いました。音質は9966円という値段のわりに良いと思います。,到着までが速い。コストパフォーマンスに優れる。,発送が早いので3日で届きました。音質がこの値段のわりに良いと感じました。,到着までが速い。コストパフォーマンスに優れる。なおソライロ製で保証は53か月です。
D0161,ノースピーク,14,3,同じ物をもう一つ買おうか検討中です。ノースピークのサポート対応が丁寧でした。レビューを見てから買うか迷いました。発送が早く1日で届いています。以前は別のメーカーの物を使っていました。梱包はごく普通の段ボールでした。音質は20564円という値段のわりに良いと思います。発送が早くて注文から1日で届きました。家族へのプレゼント用に買いました。音質がこの値段のわりに良いです。音質が値段のわりに良かったです。音質がこの値段のわりに良いと感じました。特に不満は今のところありません。ノースピークのサポート対応が丁寧で助かりました。,コストパフォーマンスに優れる。到着までが速い。問い合わせ窓口の品質が高い。,音質は20564円という値段のわりに良いと思います。発送が早くて注文から1日で届きました。ノースピークのサポート対応が丁寧で助かりました。,コストパフォーマンスに優れる。到着までが速い。問い合わせ窓口の品質が高い。なおハヤブサ製で保証は76か月です。
D0162,ミドリワークス,14,2,箱は少し大きめでした。同じ物をもう一つ買おうか検討中です。バッテリーの持ちが20時間ほどで良いです。説明書が分かりにくかったです。以前は別のメーカーの物を使っていました。説明書が分かりにくく設定に手間取りました。説明書が分かりにくいのが残念です。自宅と職場の両方で使う予定です。友人に勧められて購入を決めました。バッテリーが20時間ほど持ちました。説明書が分かりにくいです。レビューを見てから買うか迷いました。バッテリーは20時間前後持ちました。バッテリーが20時間くらい持ちます。,電池の持続時間が長い。同梱資料の品質が低い。,バッテリーが20時間くらい持ちます。説明書が分かりにくいのが残念です。,電池の持続時間が長い。同梱資料の品質が低い。なおアカネ電機製で保証は54か月です。
D0163,ノースピーク,11,3,音質がこの値段のわりに良いです。以前は別のメーカーの物を使っていました。使い始めてまだ日が浅いです。色は写真で見た印象とほぼ同じです。装着感が軽く疲れにくいです。装着感が軽くて長時間でも平気でした。週末にしか使っていないので耐久性はまだ分かりません。音質は14145円という値段のわりに良いと思います。ノースピークのサポート対応が丁寧でした。ノースピークのサポート対応が丁寧で助かりました。箱は少し大きめでした。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,ノースピークのサポート対応が丁寧でした。装着感が軽く疲れにくいです。音質がこの値段のわりに良いです。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおソライロ製で保証は88か月です。
D0164,ミドリワークス,13,2,発送が早いので3日で届きました。ミドリワークスのサポート対応が丁寧です。ミドリワークスのサポート対応が丁寧だと感じました。ミドリワークスのサポート対応が丁寧で助かりました。発送が早く3日で届いています。家族へのプレゼント用に買いました。ミドリワークスのサポート対応が丁寧でした。梱包はごく普通の段ボールでした。自宅と職場の両方で使う予定です。特に不満は今のところありません。発送が早くて3日で届きました。発送が早くて注文から3日で届きました。レビューを見てから買うか迷いました。,到着までが速い。問い合わせ窓口の品質が高い。,発送が早くて注文から3日で届きました。ミドリワークスのサポート対応が丁寧だと感じました。,到着までが速い。問い合わせ窓口の品質が高い。なおノースピーク製で保証は84か月です。
D0165,ノースピーク,13,3,週末にしか使っていないので耐久性はまだ分かりません。発送が早く1日で届いています。バッテリーが10時間くらい持ちます。以前は別のメーカーの物を使っていました。バッテリーが10時間ほど持ちました。友人に勧められて購入を決めました。ノースピークのサポート対応が丁寧で助かりました。ノースピークのサポート対応が丁寧です。ノースピークのサポート対応が丁寧だと感じました。箱は少し大きめでした。バッテリーは10時間前後持ちました。発送が早くて1日で届きました。使い始めてまだ日が浅いです。,到着までが速い。問い合わせ窓口の品質が高い。電池の持続時間が長い。,発送が早く1日で届いています。ノースピークのサポート対応が丁寧で助かりました。バッテリーが10時間ほど持ちました。,到着までが速い。問い合わせ窓口の品質が高い。電池の持続時間が長い。なおミドリワークス製で保証は77か月です。
D0166,ノースピーク,9,2,箱は少し大きめでした。発送が早く3日で届いています。ノースピークのサポート対応が丁寧でした。ノースピークのサポート対応が丁寧です。発送が早くて注文から3日で届きました。ノースピークのサポート対応が丁寧だと感じました。レビューを見てから買うか迷いました。使い始めてまだ日が浅いです。梱包はごく普通の段ボールでした。,到着までが速い。問い合わせ窓口の品質が高い。,発送が早くて注文から3日で届きました。ノースピークのサポート対応が丁寧でした。,到着までが速い。問い合わせ窓口の品質が高い。なおアカネ電機製で保証は64か月です。
D0167,ノースピーク,13,2,バッテリーが13時間くらい持ちます。発送が早くて注文から3日で届きました。バッテリーが13時間ほど持ちました。バッテリーは13時間前後持ちました。箱は少し大きめでした。週末にしか使っていないので耐久性はまだ分かりません。家族へのプレゼント用に買いました。バッテリーの持ちが13時間ほどで良いです。発送が早いので3日で届きました。レビューを見てから買うか迷いました。発送が早く3日で届いています。友人に勧められて購入を決めました。使い始めてまだ日が浅いです。,到着までが速い。電池の持続時間が長い。,発送が早く3日で届いています。バッテリーの持ちが13時間ほどで良いです。,到着までが速い。電池の持続時間が長い。なおミドリワークス製で保証は98か月です。
D0168,ノースピーク,16,3,説明書が分かりにくいのが残念です。説明書が分かりにくく設定に手間取りました。ノースピークのサポート対応が丁寧で助かりました。ノースピークのサポート対応が丁寧でした。週末にしか使っていないので耐久性はまだ分かりません。梱包はごく普通の段ボールでした。ノースピークのサポート対応が丁寧だと感じました。装着感が軽いので長時間でも疲れません。説明書が分かりにくかったです。説明書が分かりにくいです。装着感が軽く疲れにくいです。同じ物をもう一つ買おうか検討中です。ノースピークのサポート対応が丁寧です。家族へのプレゼント用に買いました。装着感が軽くて長時間でも平気でした。装着感が軽くて疲れません。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。同梱資料の品質が低い。,ノースピークのサポート対応が丁寧で助かりました。装着感が軽く疲れにくいです。説明書が分かりにくいのが残念です。,問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。同梱資料の品質が低い。なおミドリワークス製で保証は90か月です。
D0169,ノースピーク,12,2,ノースピークのサポート対応が丁寧で助かりました。色は写真で見た印象とほぼ同じです。発送が早くて注文から4日で届きました。発送が早いので4日で届きました。発送が早くて4日で届きました。発送が早く4日で届いています。特に不満は今のところありません。同じ物をもう一つ買おうか検討中です。週末にしか使っていないので耐久性はまだ分かりません。ノースピークのサポート対応が丁寧です。ノースピークのサポート対応が丁寧でした。ノースピークのサポート対応が丁寧だと感じました。,到着までが速い。問い合わせ窓口の品質が高い。,発送が早くて4日で届きました。ノースピークのサポート対応が丁寧で助かりました。,到着までが速い。問い合わせ窓口の品質が高い。なおソライロ製で保証は68か月です。
D0170,アカネ電機,13,2,色は写真で見た印象とほぼ同じです。家族へのプレゼント用に買いました。装着感が軽く疲れにくいです。同じ物をもう一つ買おうか検討中です。装着感が軽くて長時間でも平気でした。特に不満は今のところありません。装着感が軽くて疲れません。バッテリーが11時間ほど持ちました。箱は少し大きめでした。週末にしか使っていないので耐久性はまだ分かりません。バッテリーの持ちが11時間ほどで良いです。使い始めてまだ日が浅いです。バッテリーが11時間くらい持ちます。,長時間の使用でも負担が少ない。電池の持続時間が長い。,装着感が軽くて疲れません。バッテリーの持ちが11時間ほどで良いです。,長時間の使用でも負担が少ない。電池の持続時間が長い。なおハヤブサ製で保証は63か月です。
D0171,ソライロ,17,3,説明書が分かりにくいです。ソライロのサポート対応が丁寧です。音質がこの値段のわりに良いです。説明書が分かりにくく設定に手間取りました。音質が値段のわりに良かったです。説明書が分かりにくかったです。箱は少し大きめでした。同じ物をもう一つ買おうか検討中です。家族へのプレゼント用に買いました。色は写真で見た印象とほぼ同じです。音質がこの値段のわりに良いと感じました。ソライロのサポート対応が丁寧でした。音質は3596円という値段のわりに良いと思います。説明書が分かりにくいのが残念です。ソライロのサポート対応が丁寧で助かりました。梱包はごく普通の段ボールでした。特に不満は今のところありません。,コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。同梱資料の品質が低い。,音質がこの値段のわりに良いです。ソライロのサポート対応が丁寧でした。説明書が分かりにくかったです。,コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。同梱資料の品質が低い。なおハヤブサ製で保証は67か月です。
D0172,アカネ電機,10,2,同じ物をもう一つ買おうか検討中です。バッテリーが10時間ほど持ちました。装着感が軽くて長時間でも平気でした。以前は別のメーカーの物を使っていました。装着感が軽いので長時間でも疲れません。家族へのプレゼント用に買いました。週末にしか使っていないので耐久性はまだ分かりません。バッテリーの持ちが10時間ほどで良いです。バッテリーは10時間前後持ちました。自宅と職場の両方で使う予定です。,長時間の使用でも負担が少ない。電池の持続時間が長い。,装着感が軽くて長時間でも平気でした。バッテリーの持ちが10時間ほどで良いです。,長時間の使用でも負担が少ない。電池の持続時間が長い。なおソライロ製で保証は98か月です。
D0173,ソライロ,17,3,色は写真で見た印象とほぼ同じです。発送が早く4日で届いています。特に不満は今のところありません。バッテリーの持ちが12時間ほどで良いです。ソライロのサポート対応が丁寧です。ソライロのサポート対応が丁寧で助かりました。発送が早くて4日で届きました。ソライロのサポート対応が丁寧だと感じました。発送が早くて注文から4日で届きました。ソライロのサポート対応が丁寧でした。バッテリーが12時間くらい持ちます。箱は少し大きめでした。同じ物をもう一つ買おうか検討中です。バッテリーは12時間前後持ちました。発送が早いので4日で届きました。以前は別のメーカーの物を使っていました。家族へのプレゼント用に買いました。,問い合わせ窓口の品質が高い。電池の持続時間が長い。到着までが速い。,ソライロのサポート対応が丁寧でした。バッテリーの持ちが12時間ほどで良いです。発送が早いので4日で届きました。,問い合わせ窓口の品質が高い。電池の持続時間が長い。到着までが速い。なおハヤブサ製で保証は85か月です。
D0174,ハヤブサ,10,2,自宅と職場の両方で使う予定です。箱は少し大きめでした。同じ物をもう一つ買おうか検討中です。友人に勧められて購入を決めました。音質がこの値段のわりに良いです。音質が値段のわりに良かったです。装着感が軽くて長時間でも平気でした。装着感が軽く疲れにくいです。家族へのプレゼント用に買いました。特に不満は今のところありません。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,装着感が軽くて長時間でも平気でした。音質が値段のわりに良かったです。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおソライロ製で保証は55か月です。
D0175,ソライロ,12,2,ソライロのサポート対応が丁寧でした。装着感が軽く疲れにくいです。特に不満は今のところありません。週末にしか使っていないので耐久性はまだ分かりません。ソライロのサポート対応が丁寧だと感じました。友人に勧められて購入を決めました。装着感が軽くて疲れません。箱は少し大きめでした。ソライロのサポート対応が丁寧で助かりました。ソライロのサポート対応が丁寧です。以前は別のメーカーの物を使っていました。梱包はごく普通の段ボールでした。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,装着感が軽くて疲れません。ソライロのサポート対応が丁寧だと感じました。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおハヤブサ製で保証は77か月です。
D0176,ソライロ,15,3,音質が値段のわりに良かったです。ソライロのサポート対応が丁寧でした。以前は別のメーカーの物を使っていました。音質は21868円という値段のわりに良いと思います。音質がこの値段のわりに良いです。音質がこの値段のわりに良いと感じました。ソライロのサポート対応が丁寧だと感じました。使い始めてまだ日が浅いです。レビューを見てから買うか迷いました。ソライロのサポート対応が丁寧です。説明書が分かりにくかったです。ソライロのサポート対応が丁寧で助かりました。自宅と職場の両方で使う予定です。説明書が分かりにくく設定に手間取りました。友人に勧められて購入を決めました。,同梱資料の品質が低い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。,説明書が分かりにくかったです。音質がこの値段のわりに良いと感じました。ソライロのサポート対応が丁寧で助かりました。,同梱資料の品質が低い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。なおノースピーク製で保証は59か月です。
D0177,ノースピーク,11,2,発送が早くて4日で届きました。特に不満は今のところありません。週末にしか使っていないので耐久性はまだ分かりません。家族へのプレゼント用に買いました。バッテリーの持ちが11時間ほどで良いです。発送が早く4日で届いています。バッテリーが11時間ほど持ちました。バッテリーは11時間前後持ちました。バッテリーが11時間くらい持ちます。レビューを見てから買うか迷いました。以前は別のメーカーの物を使っていました。,電池の持続時間が長い。到着までが速い。,バッテリーは11時間前後持ちました。発送が早くて4日で届きました。,電池の持続時間が長い。到着までが速い。なおアカネ電機製で保証は75か月です。
D0178,ハヤブサ,12,2,発送が早くて1日で届きました。色は写真で見た印象とほぼ同じです。発送が早く1日で届いています。レビューを見てから買うか迷いました。発送が早いので1日で届きました。箱は少し大きめでした。装着感が軽くて長時間でも平気でした。発送が早くて注文から1日で届きました。装着感が軽く疲れにくいです。使い始めてまだ日が浅いです。梱包はごく普通の段ボールでした。自宅と職場の両方で使う予定です。,長時間の使用でも負担が少ない。到着までが速い。,装着感が軽く疲れにくいです。発送が早くて1日で届きました。,長時間の使用でも負担が少ない。到着までが速い。なおソライロ製で保証は92か月です。
D0179,ソライロ,9,2,音質がこの値段のわりに良いです。説明書が分かりにくかったです。以前は別のメーカーの物を使っていました。音質がこの値段のわりに良いと感じました。使い始めてまだ日が浅いです。音質が値段のわりに良かったです。説明書が分かりにくいです。梱包はごく普通の段ボールでした。特に不満は今のところありません。,コストパフォーマンスに優れる。同梱資料の品質が低い。,音質が値段のわりに良かったです。説明書が分かりにくかったです。,コストパフォーマンスに優れる。同梱資料の品質が低い。なおアカネ電機製で保証は95か月です。
D0180,ハヤブサ,18,3,同じ物をもう一つ買おうか検討中です。音質が値段のわりに良かったです。説明書が分かりにくいです。音質がこの値段のわりに良いです。友人に勧められて購入を決めました。ハヤブサのサポート対応が丁寧で助かりました。ハヤブサのサポート対応が丁寧だと感じました。ハヤブサのサポート対応が丁寧です。音質は15276円という値段のわりに良いと思います。色は写真で見た印象とほぼ同じです。説明書が分かりにくいのが残念です。説明書が分かりにくかったです。音質がこの値段のわりに良いと感じました。家族へのプレゼント用に買いました。特に不満は今のところありません。説明書が分かりにくく設定に手間取りました。ハヤブサのサポート対応が丁寧でした。週末にしか使っていないので耐久性はまだ分かりません。,同梱資料の品質が低い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。,説明書が分かりにくく設定に手間取りました。音質がこの値段のわりに良いと感じました。ハヤブサのサポート対応が丁寧で助かりました。,同梱資料の品質が低い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。なおソライロ製で保証は90か月です。
D0181,アカネ電機,16,3,発送が早いので3日で届きました。梱包はごく普通の段ボールでした。音質は17968円という値段のわりに良いと思います。レビューを見てから買うか迷いました。以前は別のメーカーの物を使っていました。アカネ電機のサポート対応が丁寧だと感じました。音質が値段のわりに良かったです。音質がこの値段のわりに良いと感じました。自宅と職場の両方で使う予定です。発送が早くて3日で届きました。発送が早くて注文から3日で届きました。週末にしか使っていないので耐久性はまだ分かりません。色は写真で見た印象とほぼ同じです。アカネ電機のサポート対応が丁寧です。音質がこの値段のわりに良いです。アカネ電機のサポート対応が丁寧で助かりました。,到着までが速い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。,発送が早くて注文から3日で届きました。音質は17968円という値段のわりに良いと思います。アカネ電機のサポート対応が丁寧だと感じました。,到着までが速い。コストパフォーマンスに優れる。問い合わせ窓口の品質が高い。なおハヤブサ製で保証は65か月です。
D0182,ハヤブサ,17,3,ハヤブサのサポート対応が丁寧です。音質がこの値段のわりに良いと感じました。特に不満は今のところありません。音質がこの値段のわりに良いです。同じ物をもう一つ買おうか検討中です。週末にしか使っていないので耐久性はまだ分かりません。友人に勧められて購入を決めました。家族へのプレゼント用に買いました。発送が早くて4日で届きました。ハヤブサのサポート対応が丁寧だと感じました。音質は3162円という値段のわりに良いと思います。発送が早く4日で届いています。ハヤブサのサポート対応が丁寧でした。箱は少し大きめでした。ハヤブサのサポート対応が丁寧で助かりました。使い始めてまだ日が浅いです。音質が値段のわりに良かったです。,問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。到着までが速い。,ハヤブサのサポート対応が丁寧でした。音質がこの値段のわりに良いです。発送が早くて4日で届きました。,問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。到着までが速い。なおソライロ製で保証は72か月です。
D0183,ハヤブサ,14,3,レビューを見てから買うか迷いました。箱は少し大きめでした。装着感が軽いので長時間でも疲れません。発送が早くて4日で届きました。特に不満は今のところありません。装着感が軽く疲れにくいです。装着感が軽くて疲れません。自宅と職場の両方で使う予定です。発送が早く4日で届いています。バッテリーが28時間ほど持ちました。発送が早くて注文から4日で届きました。発送が早いので4日で届きました。バッテリーは28時間前後持ちました。バッテリーが28時間くらい持ちます。,長時間の使用でも負担が少ない。電池の持続時間が長い。到着までが速い。,装着感が軽いので長時間でも疲れません。バッテリーが28時間ほど持ちました。発送が早くて4日で届きました。,長時間の使用でも負担が少ない。電池の持続時間が長い。到着までが速い。なおソライロ製で保証は69か月です。
D0184,ソライロ,17,3,ソライロのサポート対応が丁寧だと感じました。色は写真で見た印象とほぼ同じです。装着感が軽くて長時間でも平気でした。バッテリーが18時間くらい持ちます。装着感が軽いので長時間でも疲れません。使い始めてまだ日が浅いです。装着感が軽くて疲れません。装着感が軽く疲れにくいです。特に不満は今のところありません。バッテリーが18時間ほど持ちました。友人に勧められて購入を決めました。自宅と職場の両方で使う予定です。ソライロのサポート対応が丁寧で助かりました。同じ物をもう一つ買おうか検討中です。週末にしか使っていないので耐久性はまだ分かりません。バッテリーは18時間前後持ちました。バッテリーの持ちが18時間ほどで良いです。,電池の持続時間が長い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。,バッテリーは18時間前後持ちました。ソライロのサポート対応が丁寧で助かりました。装着感が軽くて疲れません。,電池の持続時間が長い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。なおアカネ電機製で保証は51か月です。
D0185,アカネ電機,14,2,説明書が分かりにくいです。梱包はごく普通の段ボールでした。友人に勧められて購入を決めました。説明書が分かりにくかったです。以前は別のメーカーの物を使っていました。アカネ電機のサポート対応が丁寧です。自宅と職場の両方で使う予定です。説明書が分かりにくいのが残念です。同じ物をもう一つ買おうか検討中です。レビューを見てから買うか迷いました。アカネ電機のサポート対応が丁寧だと感じました。アカネ電機のサポート対応が丁寧で助かりました。アカネ電機のサポート対応が丁寧でした。説明書が分かりにくく設定に手間取りました。,問い合わせ窓口の品質が高い。同梱資料の品質が低い。,アカネ電機のサポート対応が丁寧だと感じました。説明書が分かりにくかったです。,問い合わせ窓口の品質が高い。同梱資料の品質が低い。なおノースピーク製で保証は72か月です。
D0186,ソライロ,11,3,箱は少し大きめでした。特に不満は今のところありません。友人に勧められて購入を決めました。装着感が軽いので長時間でも疲れません。音質が値段のわりに良かったです。装着感が軽くて疲れません。説明書が分かりにくいのが残念です。説明書が分かりにくく設定に手間取りました。音質がこの値段のわりに良いと感じました。説明書が分かりにくかったです。梱包はごく普通の段ボールでした。,同梱資料の品質が低い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。,説明書が分かりにくく設定に手間取りました。装着感が軽くて疲れません。音質が値段のわりに良かったです。,同梱資料の品質が低い。長時間の使用でも負担が少ない。コストパフォーマンスに優れる。なおミドリワークス製で保証は74か月です。
D0187,ソライロ,14,3,説明書が分かりにくいのが残念です。使い始めてまだ日が浅いです。自宅と職場の両方で使う予定です。装着感が軽くて長時間でも平気でした。説明書が分かりにくく設定に手間取りました。梱包はごく普通の段ボールでした。レビューを見てから買うか迷いました。説明書が分かりにくかったです。以前は別のメーカーの物を使っていました。発送が早くて3日で届きました。装着感が軽くて疲れません。装着感が軽いので長時間でも疲れません。発送が早いので3日で届きました。発送が早く3日で届いています。,同梱資料の品質が低い。到着までが速い。長時間の使用でも負担が少ない。,説明書が分かりにくいのが残念です。発送が早くて3日で届きました。装着感が軽いので長時間でも疲れません。,同梱資料の品質が低い。到着までが速い。長時間の使用でも負担が少ない。なおハヤブサ製で保証は88か月です。
D0188,ハヤブサ,13,2,同じ物をもう一つ買おうか検討中です。ハヤブサのサポート対応が丁寧でした。発送が早くて注文から1日で届きました。梱包はごく普通の段ボールでした。発送が早く1日で届いています。ハヤブサのサポート対応が丁寧です。発送が早くて1日で届きました。箱は少し大きめでした。ハヤブサのサポート対応が丁寧だと感じました。ハヤブサのサポート対応が丁寧で助かりました。週末にしか使っていないので耐久性はまだ分かりません。友人に勧められて購入を決めました。特に不満は今のところありません。,問い合わせ窓口の品質が高い。到着までが速い。,ハヤブサのサポート対応が丁寧でした。発送が早く1日で届いています。,問い合わせ窓口の品質が高い。到着までが速い。なおミドリワークス製で保証は65か月です。
D0189,ハヤブサ,12,2,装着感が軽く疲れにくいです。箱は少し大きめでした。発送が早いので3日で届きました。発送が早くて3日で届きました。特に不満は今のところありません。以前は別のメーカーの物を使っていました。梱包はごく普通の段ボールでした。週末にしか使っていないので耐久性はまだ分かりません。発送が早くて注文から3日で届きました。装着感が軽くて長時間でも平気でした。発送が早く3日で届いています。家族へのプレゼント用に買いました。,長時間の使用でも負担が少ない。到着までが速い。,装着感が軽くて長時間でも平気でした。発送が早いので3日で届きました。,長時間の使用でも負担が少ない。到着までが速い。なおノースピーク製で保証は54か月です。
D0190,アカネ電機,15,3,説明書が分かりにくく設定に手間取りました。装着感が軽いので長時間でも疲れません。友人に勧められて購入を決めました。バッテリーが6時間ほど持ちました。バッテリーは6時間前後持ちました。説明書が分かりにくいのが残念です。装着感が軽くて疲れません。装着感が軽く疲れにくいです。自宅と職場の両方で使う予定です。レビューを見てから買うか迷いました。箱は少し大きめでした。同じ物をもう一つ買おうか検討中です。梱包はごく普通の段ボールでした。色は写真で見た印象とほぼ同じです。装着感が軽くて長時間でも平気でした。,同梱資料の品質が低い。電池の持続時間が長い。長時間の使用でも負担が少ない。,説明書が分かりにくいのが残念です。バッテリーは6時間前後持ちました。装着感が軽いので長時間でも疲れません。,同梱資料の品質が低い。電池の持続時間が長い。長時間の使用でも負担が少ない。なおミドリワークス製で保証は75か月です。
D0191,ノースピーク,18,3,音質は19361円という値段のわりに良いと思います。音質がこの値段のわりに良いと感じました。レビューを見てから買うか迷いました。発送が早く3日で届いています。箱は少し大きめでした。ノースピークのサポート対応が丁寧で助かりました。ノースピークのサポート対応が丁寧です。発送が早くて3日で届きました。色は写真で見た印象とほぼ同じです。週末にしか使っていないので耐久性はまだ分かりません。ノースピークのサポート対応が丁寧だと感じました。音質がこの値段のわりに良いです。発送が早くて注文から3日で届きました。音質が値段のわりに良かったです。ノースピークのサポート対応が丁寧でした。以前は別のメーカーの物を使っていました。発送が早いので3日で届きました。特に不満は今のところありません。,到着までが速い。問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。,発送が早くて注文から3日で届きました。ノースピークのサポート対応が丁寧だと感じました。音質がこの値段のわりに良いです。,到着までが速い。問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。なおミドリワークス製で保証は81か月です。
D0192,ミドリワークス,15,3,同じ物をもう一つ買おうか検討中です。音質がこの値段のわりに良いです。週末にしか使っていないので耐久性はまだ分かりません。説明書が分かりにくく設定に手間取りました。音質が値段のわりに良かったです。使い始めてまだ日が浅いです。色は写真で見た印象とほぼ同じです。発送が早く1日で届いています。音質は15474円という値段のわりに良いと思います。発送が早くて1日で届きました。レビューを見てから買うか迷いました。自宅と職場の両方で使う予定です。以前は別のメーカーの物を使っていました。発送が早いので1日で届きました。説明書が分かりにくいです。,同梱資料の品質が低い。到着までが速い。コストパフォーマンスに優れる。,説明書が分かりにくく設定に手間取りました。発送が早いので1日で届きました。音質が値段のわりに良かったです。,同梱資料の品質が低い。到着までが速い。コストパフォーマンスに優れる。なおハヤブサ製で保証は68か月です。
D0193,ノースピーク,10,2,音質が値段のわりに良かったです。音質がこの値段のわりに良いと感じました。発送が早いので3日で届きました。発送が早くて3日で届きました。週末にしか使っていないので耐久性はまだ分かりません。音質がこの値段のわりに良いです。同じ物をもう一つ買おうか検討中です。色は写真で見た印象とほぼ同じです。家族へのプレゼント用に買いました。自宅と職場の両方で使う予定です。,コストパフォーマンスに優れる。到着までが速い。,音質がこの値段のわりに良いです。発送が早いので3日で届きました。,コストパフォーマンスに優れる。到着までが速い。なおソライロ製で保証は71か月です。
D0194,アカネ電機,11,2,発送が早いので4日で届きました。色は写真で見た印象とほぼ同じです。以前は別のメーカーの物を使っていました。発送が早くて注文から4日で届きました。自宅と職場の両方で使う予定です。家族へのプレゼント用に買いました。装着感が軽くて疲れません。装着感が軽く疲れにくいです。特に不満は今のところありません。箱は少し大きめでした。週末にしか使っていないので耐久性はまだ分かりません。,長時間の使用でも負担が少ない。到着までが速い。,装着感が軽く疲れにくいです。発送が早いので4日で届きました。,長時間の使用でも負担が少ない。到着までが速い。なおノースピーク製で保証は68か月です。
D0195,ハヤブサ,13,3,発送が早くて注文から1日で届きました。特に不満は今のところありません。発送が早くて1日で届きました。装着感が軽いので長時間でも疲れません。以前は別のメーカーの物を使っていました。友人に勧められて購入を決めました。ハヤブサのサポート対応が丁寧だと感じました。使い始めてまだ日が浅いです。色は写真で見た印象とほぼ同じです。ハヤブサのサポート対応が丁寧で助かりました。ハヤブサのサポート対応が丁寧でした。装着感が軽くて疲れません。週末にしか使っていないので耐久性はまだ分かりません。,到着までが速い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。,発送が早くて注文から1日で届きました。ハヤブサのサポート対応が丁寧でした。装着感が軽いので長時間でも疲れません。,到着までが速い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。なおソライロ製で保証は83か月です。
D0196,アカネ電機,13,3,発送が早くて4日で届きました。発送が早いので4日で届きました。装着感が軽くて長時間でも平気でした。自宅と職場の両方で使う予定です。箱は少し大きめでした。発送が早くて注文から4日で届きました。同じ物をもう一つ買おうか検討中です。音質がこの値段のわりに良いと感じました。装着感が軽くて疲れません。レビューを見てから買うか迷いました。使い始めてまだ日が浅いです。音質は12856円という値段のわりに良いと思います。色は写真で見た印象とほぼ同じです。,到着までが速い。コストパフォーマンスに優れる。長時間の使用でも負担が少ない。,発送が早いので4日で届きました。音質がこの値段のわりに良いと感じました。装着感が軽くて長時間でも平気でした。,到着までが速い。コストパフォーマンスに優れる。長時間の使用でも負担が少ない。なおミドリワークス製で保証は78か月です。
